name,year,ipo_id,slug,url,listing_gain_pct,issue_price,listing_price,listing_date,listing_date_raw,face_value,price_band_low,price_band_high,offer_price,lot_size,sale_type,exchange,issue_size_cr,fresh_issue_cr,nse_symbol,bse_code,isin,ronw,promoter_holding_pre,market_cap_cr,fresh_issue_pct,promoter_holding_post,qib_sub,hni_sub,rii_sub,total_sub,anchor_data_available,has_top_anchor,qib_retail_ratio,sub_intensity_score,gmp_data_available,nse_ticker,listing_price_actual,return_1M,return_3M,return_6M,return_1Y,alpha_1M,alpha_3M,alpha_6M,alpha_1Y,nifty_at_listing,nifty_30d_return_pct,nifty_7d_return_pct,vix_at_listing,target_listing_positive,target_listing_gt10,target_listing_gt20,target_1y_positive,target_1y_gt25,target_beat_nifty,ofs_cr,ofs_pct,employee_sub,roe,roce,anchor_price,anchor_pct_of_qib,anchor_investors_count,anchor_names_sample,anchor_amount_cr,total_assets_cr,revenue_cr,pat_cr,net_worth_cr,reserves_cr,total_debt_cr,debt_equity,pat_margin_pct,eps,pe_ratio,revenue_per_share,price_to_book,sector,book_value,face_value_screener,ebitda_cr,ebitda_margin_pct,pb_ratio_screener
Midwest Ltd.,2025,2025_2150,midwest-ipo,https://www.chittorgarh.com/ipo/midwest-ipo/2150/,7.09,1065.0,1140.5,"Fri, Oct 24, 2025","Fri, Oct 24, 2025",5.0,1014.0,1065.0,1065.0,14.0,Bookbuilding IPO,"BSE, NSE",451.0,250.0,MIDWESTLTD,544587.0,INE0XAD01024,22.11,88.07,3851.02,55.43,81.58,146.909,176.5239,25.5156,64.6954,1.0,1.0,5.758,131.51,0,,,,,,,,,,,,,,,1,0,0,,,,201.0,44.57,25.8041,19.42,18.84,1065.0,60.0,10.0,GOLDMAN SACHS FUNDS-GOLDMAN SACHS INDIA EQUITY PORTFOLIO | GOLDMAN SACHS | AXIS SMALL CAP FUND | AXIS MUTUAL FUND | ABSL UMBRELLA UCITS FUND PLC-INDIA FRONTLINE EQUITY FUND,135.0,1082.81,146.47,24.38,577.03,625.6,270.11,0.43,17.17,39.42,27.01,229.59,6.67,,,,,,
National Securities Depository Ltd.,2025,2025_2448,national-securities-depository-limited-nsdl-ipo,https://www.chittorgarh.com/ipo/national-securities-depository-limited-nsdl-ipo/2448/,17.0,800.0,936.0,"Wed, Aug 6, 2025","Wed, Aug 6, 2025",2.0,760.0,800.0,800.0,18.0,Bookbuilding IPO,BSE,4011.0,,,,INE301O01023,17.11,,16000.0,,,103.9669,34.9786,7.7596,28.7334,1.0,1.0,13.398,64.03,0,LALPATHLAB,1596.85,-0.43,-3.51,-9.52,,-1.24,-7.58,-15.06,,24596.15,-3.45,-0.7,11.69,1,1,0,,,,4011.0,100.0,15.3879,17.11,22.7,800.0,60.0,61.0,"LIFE INSURANCE CORP.OF INDIA | SMALLCAP WORLD FUND,INC. | SMALLCAP WORLD FUND | SBI BANKING & FINANCIAL SERVICES FUND | SBI MUTUAL FUND",1201.44,2984.84,1535.19,343.12,2005.34,232.31,12.0,0.01,22.35,17.16,46.63,76.78,7.98,,108.0,200.0,123.0,37.73,489.0
Nephrocare Health Services Ltd.,2025,2025_2548,nephrocare-health-ipo,https://www.chittorgarh.com/ipo/nephrocare-health-ipo/2548/,2.45,460.0,471.25,"Wed, Dec 17, 2025","Wed, Dec 17, 2025",2.0,438.0,460.0,460.0,32.0,Bookbuilding IPO,"BSE, NSE",871.0,354.0,NEPHROPLUS,544647.0,INE428V01029,13.19,78.9,4615.34,40.64,71.23,26.7949,24.7626,2.3585,9.8676,1.0,1.0,11.361,21.3,0,,,,,,,,,,,,,,,1,0,0,,,,517.0,59.36,2.8149,13.45,18.67,460.0,,14.0,SBI HEALTHCARE OPPORTUNITIES FUND | SBI MUTUAL FUND | ICICI PRUDENTIAL PHARMA HEALTHCARE & DIAGNOSTICS (P.H.D) FUND | ICICI PRUDENTIAL MUTUAL FUND | ICICI PRUDENTIAL RETIREMENT FUND-HYBRID AGGRESSIVE PLAN,260.26,1193.68,483.97,14.23,716.06,704.14,207.04,0.29,8.88,7.24,63.52,81.53,6.45,Healthcare,,200.0,37.0,12.94,
Om Freight Forwarders Ltd.,2025,2025_2407,om-freight-forwarders-ipo,https://www.chittorgarh.com/ipo/om-freight-forwarders-ipo/2407/,-36.61,135.0,85.57,"Wed, Oct 8, 2025","Wed, Oct 8, 2025",10.0,128.0,135.0,135.0,111.0,Bookbuilding IPO,"BSE, NSE",122.0,24.0,OMFREIGHT,544564.0,INE1BZC01019,12.68,99.04,454.62,19.67,93.76,3.7899,7.3919,2.835,3.3896,1.0,0.0,1.337,4.68,0,,,,,,,,,,,,,,,0,0,0,,,,98.0,80.33,0.5652,13.53,15.8,135.0,45.59,3.0,CRAFT EMERGING MARKET FUND PCC-CITADEL CAPITAL FUND | CRAFT EMERGING MARKET FUND PCC | RAJASTHAN GLOBAL SECURITIES PVT.LTD. | RAJASTHAN GLOBAL SECURITIES | ABUNDANTIA CAPITAL VCC-ABUNDANTIA CAPITAL III,15.9,312.02,494.05,21.99,173.47,,26.95,0.17,4.49,6.9,19.56,153.67,2.62,,531.0,100.0,17.0,21.25,144.0
Orkla India Ltd.,2025,2025_2470,orkla-india-ipo,https://www.chittorgarh.com/ipo/orkla-india-ipo/2470/,-2.24,730.0,713.65,"Thu, Nov 6, 2025","Thu, Nov 6, 2025",1.0,695.0,730.0,730.0,20.0,Bookbuilding IPO,"BSE, NSE",1668.0,,ORKLAINDIA,544595.0,INE16NZ01023,13.8,90.01,10000.21,,90.01,117.6328,54.4182,7.0619,34.1359,1.0,1.0,16.657,76.55,0,,,,,,,,,,,,,,,0,0,0,,,,1668.0,100.0,15.1233,980.0,32.7,730.0,60.0,30.0,NIPPON INDIA CONSUMPTION FUND | NIPPON INDIA MUTUAL FUND | NIPPON INDIA SMALL CAP FUND | ADITYA BIRLA SUN LIFE CONSUMPTION FUND | ADITYA BIRLA SUN LIFE MUTUAL FUND,499.6,3158.2,605.38,78.92,1931.12,2523.56,2.33,0.0,10.7,18.67,39.11,174.49,5.18,,191.0,100.0,138.0,16.83,322.0
Oswal Pumps Ltd.,2025,2025_2202,oswal-pumps-ipo,https://www.chittorgarh.com/ipo/oswal-pumps-ipo/2202/,1.85,614.0,625.35,"Fri, Jun 20, 2025","Fri, Jun 20, 2025",1.0,584.0,614.0,614.0,24.0,Bookbuilding IPO,"BSE, NSE",1387.0,890.0,OSWALPUMPS,544418.0,INE0BYP01024,88.73,94.84,6998.21,64.17,82.12,88.5453,37.9052,3.7219,24.6975,1.0,1.0,23.79,56.39,0,OSWALPUMPS,625.35,18.61,26.63,-15.22,,18.7,25.78,-19.44,,25112.4,2.04,1.59,13.67,1,0,0,,,,497.0,35.83,,,81.85,614.0,60.0,25.0,"SMALLCAP WORLD FUND,INC. | SMALLCAP WORLD FUND | ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND | ICICI PRUDENTIAL MUTUAL FUND | ICICI PRUDENTIAL INNOVATION FUND",416.2,1096.01,1067.34,216.71,378.8,387.96,346.3,0.42,12.83,9.82,62.54,76.54,18.47,,,,,,
Pace Digitek Ltd.,2025,2025_2306,pace-digitek-ipo,https://www.chittorgarh.com/ipo/pace-digitek-ipo/2306/,-0.46,219.0,217.99,"Mon, Oct 6, 2025","Mon, Oct 6, 2025",2.0,208.0,219.0,219.0,68.0,Bookbuilding IPO,"BSE, NSE",819.0,819.0,PACEDIGITK,544550.0,INE0S3G01027,22.87,84.07,4727.03,100.0,66.74,1.6859,3.0565,1.088,1.1782,1.0,1.0,1.55,1.98,0,,,,,,,,,,,,,,,0,0,0,,,,,,1.8302,23.09,37.89,219.0,60.0,16.0,BANDHAN SMALL CAP FUND | BANDHAN MUTUAL FUND | SBI GENERAL INSURANCE CO.LTD. | SBI GENERAL INSURANCE | SAMSUNG INDIA SMALL & MID CAP FOCUS SECURITIES MASTER INVESTMENT TRUST (EQUITY),245.14,2648.96,2462.2,279.1,1080.33,1134.21,160.7,0.13,11.44,15.64,14.0,136.71,4.38,,597.0,200.0,29.0,7.14,135.0
Park Medi World Ltd.,2025,2025_2297,park-medi-world-ipo,https://www.chittorgarh.com/ipo/park-medi-world-ipo/2297/,-8.67,162.0,147.95,"Wed, Dec 17, 2025","Wed, Dec 17, 2025",2.0,154.0,162.0,162.0,92.0,Bookbuilding IPO,"BSE, NSE",920.0,770.0,PARKHOSPS,544645.0,INE119201023,20.08,95.55,6997.28,83.7,84.55,12.0716,15.9322,3.3206,5.9663,1.0,1.0,3.635,11.48,0,,,,,,,,,,,,,,,0,0,0,,,,150.0,16.3,,20.68,17.47,162.0,60.0,23.0,KOTAK CONSUMPTION FUND | KOTAK MAHINDRA MUTUAL FUND | KOTAK SPECIAL OPPORTUNITIES FUND | KOTAK CONTRA FUND | KOTAK ELSS TAX SAVER FUND,276.0,2320.93,823.39,139.14,1153.05,1187.77,733.91,0.61,15.3,5.55,29.21,36.27,6.07,,,,,,
Patel Retail Ltd.,2025,2025_2318,patel-retail-ipo,https://www.chittorgarh.com/ipo/patel-retail-ipo/2318/,12.82,255.0,287.7,"Tue, Aug 26, 2025","Tue, Aug 26, 2025",10.0,237.0,255.0,255.0,58.0,Bookbuilding IPO,"BSE, NSE",243.0,217.0,PATELRMART,544487.0,INE0R8B01010,19.02,97.99,851.71,89.3,72.51,272.4274,108.1579,42.5645,78.5986,1.0,0.0,6.4,177.17,0,PATELRMART,287.7,-19.24,-9.45,-37.45,,-19.96,-15.53,-39.34,,24712.05,-0.5,-1.08,12.19,1,1,0,,,,26.0,10.7,25.2891,19.02,14.43,255.0,60.0,6.0,MAYBANK SECURITIES PTE.LTD.-ODI | MAYBANK | BEACON STONE CAPITAL VCC-BEACON STONE I | BEACON STONE CAPITAL | BNP PARIBAS FINANCIAL MARKETS-ODI,43.46,382.86,825.99,25.28,134.57,,180.54,1.34,3.08,10.16,25.1,329.87,6.33,Retail,110.0,100.0,20.0,3.15,169.0
PhysicsWallah Ltd.,2025,2025_2266,physicswallah-ipo,https://www.chittorgarh.com/ipo/physicswallah-ipo/2266/,42.42,109.0,155.24,"Tue, Nov 18, 2025","Tue, Nov 18, 2025",1.0,103.0,109.0,109.0,137.0,Bookbuilding IPO,"BSE, NSE",3480.0,3100.0,PWL,544609.0,INE0LP301011,-12.5,81.64,31526.73,89.08,71.81,2.8621,0.511,1.1416,1.0553,1.0,1.0,2.507,1.81,0,,,,,,,,,,,,,,,1,1,1,,,,380.0,10.92,3.7149,,-212.0,109.0,60.0,57.0,"ICICI PRUDENTIAL FLEXICAP FUND | ICICI PRUDENTIAL MUTUAL FUND | ICICI PRUDENTIAL TECHNOLOGY FUND | ICICI PRUDENTIAL EQUITY & DEBT FUND | SMALLCAP WORLD FUND,INC.",1562.85,5075.67,905.41,-127.01,1867.92,787.92,1.55,0.0,-8.43,-0.93,-116.86,,16.88,,489.0,100.0,134.0,57.51,0
Pine Labs Ltd.,2025,2025_2487,pine-labs-ipo,https://www.chittorgarh.com/ipo/pine-labs-ipo/2487/,13.52,221.0,250.89,"Fri, Nov 14, 2025","Fri, Nov 14, 2025",1.0,210.0,221.0,221.0,67.0,Bookbuilding IPO,"BSE, NSE",3900.0,2080.0,PINELABS,544606.0,INE15B701018,-4.15,0.0,25376.65,53.33,0.0,3.9654,0.3036,1.2687,1.3666,1.0,1.0,3.126,2.33,0,PINELABS,250.89,-7.81,-19.76,,,-8.26,-18.88,,,25910.05,3.04,1.64,11.94,1,1,0,,,,1820.0,46.67,7.7811,-331.0,-49.0,221.0,60.0,70.0,SBI MIDCAP FUND | SBI MUTUAL FUND | SBI BANKING & FINANCIAL SERVICES FUND | NOMURA INDIA INVESTMENT FUND MOTHER FUND | NOMURA,1753.83,10904.32,653.08,4.79,2327.55,,888.74,0.38,0.73,-1.38,-160.13,-189.04,10.9,,323.0,100.0,87.0,10.26,0
Property Share Investment Trust-PropShare Titania,2025,2025_2533,propshare-titania-scheme-sm-reit-ipo,https://www.chittorgarh.com/ipo/propshare-titania-scheme-sm-reit-ipo/2533/,0.1,1060000.0,1061100.0,"Mon, Aug 4, 2025","Mon, Aug 4, 2025",,0.0,1060000.0,,,Bookbuilding SM REIT,BSE,473.0,473.0,,,INE19RO25021,,,,100.0,,0.006,6.8066,,1.6212,0.0,0.0,,2.04,0,BFINVEST,473.45,-2.4,-3.1,-15.66,,-2.45,-6.28,-19.59,,24649.55,-3.19,-0.69,11.71,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostarm Info Systems Ltd.,2025,2025_2016,prostarm-info-systems-ipo,https://www.chittorgarh.com/ipo/prostarm-info-systems-ipo/2016/,20.0,105.0,126.0,"Tue, Jun 3, 2025","Tue, Jun 3, 2025",10.0,95.0,105.0,105.0,142.0,Bookbuilding IPO,"BSE, NSE",168.0,168.0,PROSTARM,544410.0,INE0BX301013,32.09,100.0,618.18,100.0,72.82,102.6702,222.1278,39.4844,67.6728,1.0,1.0,2.6,125.87,0,PROSTARM,126.0,18.54,45.99,48.43,,14.83,45.84,42.55,,24620.2,0.99,-0.53,15.75,1,1,0,,,,,,,31.41,32.41,105.0,60.0,8.0,CHHATTISGARH INVESTMENTS LTD. | CHHATTISGARH INVESTMENTS | ASTORNE CAPITAL VCC-ARVEN | ASTORNE CAPITAL | SANTOSH INDUSTRIES LTD.,50.4,230.04,270.27,22.11,107.24,64.37,60.37,0.51,8.85,5.32,19.75,60.11,5.76,Technology,471.0,100.0,9.0,8.18,260.0
Quadrant Future Tek Ltd.,2025,2025_1954,quadrant-future-tek-ipo,https://www.chittorgarh.com/ipo/quadrant-future-tek-ipo/1954/,53.1,290.0,444.0,"Tue, Jan 14, 2025","Tue, Jan 14, 2025",10.0,275.0,290.0,290.0,50.0,Bookbuilding IPO,"BSE, NSE",290.0,290.0,QUADFUTURE,544336.0,INE0LRY01011,33.41,93.33,1160.0,100.0,68.33,139.7703,268.0256,256.4575,107.7807,1.0,1.0,0.545,201.58,0,QUADFUTURE,444.0,14.61,16.68,14.66,-28.29,15.06,13.76,6.31,-37.16,23213.2,-5.9,-2.01,15.26,1,1,1,0.0,0.0,0.0,,,,33.41,26.12,290.0,60.0,22.0,WHITEOAK CAPITAL FLEXI CAP FUND | WHITEOAK CAPITAL MUTUAL FUND | WHITEOAK CAPITAL ELSS TAX SAVER FUND | WHITEOAK CAPITAL MULTI CAP FUND | WHITEOAK CAPITAL DIGITAL BHARAT FUND,130.5,149.66,65.14,-12.11,34.18,4.18,98.01,1.86,9.68,4.9,59.13,50.62,33.94,,675.0,100.0,11.0,15.07,0
Quality Power Electrical Equipments Ltd.,2025,2025_1988,quality-power-ipo,https://www.chittorgarh.com/ipo/quality-power-ipo/1988/,-8.73,425.0,387.9,"Mon, Feb 24, 2025","Mon, Feb 24, 2025",10.0,401.0,425.0,425.0,26.0,Bookbuilding IPO,"BSE, NSE",859.0,225.0,QPOWER,544367.0,INE0SII01026,29.15,100.0,3291.38,26.19,93.16,1.0286,1.4499,1.8188,0.708,1.0,1.0,0.566,1.31,0,QPOWER,387.51,-17.0,20.82,108.77,103.71,-21.61,11.23,99.58,93.9,22547.55,-1.78,-1.73,13.72,0,0,0,1.0,1.0,1.0,634.0,73.81,,29.15,19.2,425.0,60.0,30.0,LIC MF FLEXI CAP FUND | LIC MUTUAL FUND | LIC MF LARGE & MID CAP FUND | LIC MF MULTI CAP FUND | LIC MF MANUFACTURING FUND,386.41,399.64,182.72,50.08,238.63,150.43,25.55,0.2,16.74,7.69,55.28,45.94,13.79,Energy,607.0,100.0,23.0,12.57,719.0
Regaal Resources Ltd.,2025,2025_2035,regaal-resources-ipo,https://www.chittorgarh.com/ipo/regaal-resources-ipo/2035/,29.0,102.0,131.58,"Wed, Aug 20, 2025","Wed, Aug 20, 2025",5.0,96.0,102.0,102.0,144.0,Bookbuilding IPO,"BSE, NSE",306.0,210.0,REGAAL,544485.0,INE0MHO01029,20.25,99.56,1047.79,68.63,79.52,190.968,356.7266,57.7466,111.9139,1.0,0.0,3.307,214.05,0,REGAAL,131.58,-20.73,-35.29,-54.58,,-21.83,-39.35,-57.22,,25083.75,0.09,1.89,11.37,1,1,1,,,,96.0,31.37,,20.25,14.17,102.0,60.0,11.0,TAURUS FLEXI CAP FUND | TAURUS MUTUAL FUND | TAURUS MID CAP FUND | VPK GLOBAL VENTURES FUND-VPK GLOBAL VENTURES FUND-SCHEME I | VPK GLOBAL VENTURES,91.8,860.27,917.58,47.67,235.41,202.44,507.05,2.08,5.19,5.8,17.58,111.75,4.45,,446.0,500.0,21.0,9.25,145.0
Rubicon Research Ltd.,2025,2025_2254,rubicon-research-ipo,https://www.chittorgarh.com/ipo/rubicon-research-ipo/2254/,29.53,485.0,628.2,"Thu, Oct 16, 2025","Thu, Oct 16, 2025",1.0,461.0,485.0,485.0,30.0,Bookbuilding IPO,"BSE, NSE",1378.0,500.0,RUBICON,544578.0,INE506V01022,29.02,75.71,7990.21,36.28,69.45,137.0383,102.6896,37.3922,60.1945,1.0,1.0,3.665,106.8,0,,,,,,,,,,,,,,,1,1,1,,,,877.0,63.64,17.7661,29.02,26.45,485.0,60.0,32.0,HDFC BUSINESS CYCLE FUND | HDFC MUTUAL FUND | HDFC PHARMA & HEALTHCARE FUND | HDFC INNOVATION FUND | ICICI PRUDENTIAL PHARMA HEALTHCARE & DIAGNOSTICS (P.H.D) FUND,619.09,1647.6,356.95,43.3,593.67,397.5,495.78,0.73,10.37,8.7,55.75,83.9,13.46,,393.0,100.0,81.0,30.8,802.0
Saatvik Green Energy Ltd.,2025,2025_2082,saatvik-green-energy-ipo,https://www.chittorgarh.com/ipo/saatvik-green-energy-ipo/2082/,-5.23,465.0,440.7,"Fri, Sep 26, 2025","Fri, Sep 26, 2025",2.0,442.0,465.0,465.0,32.0,Bookbuilding IPO,"BSE, NSE",900.0,700.0,SAATVIKGL,544526.0,INE13B501022,63.41,90.05,5910.19,77.78,78.21,11.3992,10.5643,2.8142,4.8513,1.0,1.0,4.051,9.43,0,SAATVIKGL,440.7,16.9,-14.59,-6.99,,11.22,-19.8,-0.15,,24654.7,0.63,-2.65,11.43,0,0,0,,,,200.0,22.22,5.5917,63.41,60.45,465.0,60.0,9.0,HDFC MANUFACTURING FUND | HDFC MUTUAL FUND | HDFC INNOVATION FUND | NIPPON INDIA SMALL CAP FUND | NIPPON INDIA MUTUAL FUND,269.4,1635.74,2192.47,213.93,337.66,315.25,458.1,1.36,9.76,19.09,24.35,195.59,17.5,,946.0,200.0,15.0,2.46,149.0
Sambhv Steel Tubes Ltd.,2025,2025_2073,sambhv-steel-tubes-ipo,https://www.chittorgarh.com/ipo/sambhv-steel-tubes-ipo/2073/,19.01,82.0,97.59,"Wed, Jul 2, 2025","Wed, Jul 2, 2025",10.0,77.0,82.0,82.0,182.0,Bookbuilding IPO,"BSE, NSE",540.0,440.0,SAMBHV,544430.0,INE12NJ01018,25.42,71.9,2416.22,81.48,53.69,66.3616,33.8857,8.5576,21.2743,1.0,1.0,7.755,45.06,0,SAMBHV,97.59,30.86,15.71,-0.06,,33.55,18.13,-3.5,,25405.3,3.19,-0.56,12.39,1,1,0,,,,100.0,18.52,5.7142,25.42,17.66,82.0,60.0,19.0,WHITEOAK CAPITAL FLEXI CAP FUND | WHITEOAK CAPITAL MUTUAL FUND | WHITEOAK CAPITAL MID CAP FUND | WHITEOAK CAPITAL SPECIAL OPPORTUNITIES FUND | WHITEOAK CAPITAL MULTI CAP FUND,161.25,1411.82,1018.81,40.69,478.46,,619.15,0.8,6.41,3.42,23.97,53.35,5.05,Materials,332.0,100.0,63.0,13.15,327.0
Schloss Bangalore Ltd.,2025,2025_2182,leela-hotels-ipo,https://www.chittorgarh.com/ipo/leela-hotels-ipo/2182/,0.13,435.0,435.55,"Mon, Jun 2, 2025","Mon, Jun 2, 2025",10.0,413.0,435.0,435.0,34.0,Bookbuilding IPO,"BSE, NSE",3500.0,2500.0,THELEELA,544408.0,INE0AQ201015,1.32,100.0,10155.36,71.43,75.38,7.8179,1.0769,0.8717,2.5941,1.0,1.0,8.969,4.41,0,THELEELA,435.55,-6.98,-6.95,-7.09,,-10.32,-6.58,-12.41,,24542.5,0.33,-1.14,16.56,1,0,0,,,,1000.0,28.57,,131.0,120.0,435.0,60.0,47.0,HDFC MULTI CAP FUND | HDFC MUTUAL FUND | HDFC NON-CYCLICAL CONSUMER FUND | HDFC CHILDREN'S FUND | HDFC BUSINESS CYCLE FUND,1575.0,8266.16,1406.56,47.66,3604.99,3280.43,3908.75,1.08,3.39,2.71,160.63,79.94,2.82,,184.0,100.0,381.0,44.3,404.0
Scoda Tubes Ltd.,2025,2025_2172,scoda-tubes-ipo,https://www.chittorgarh.com/ipo/scoda-tubes-ipo/2172/,5.0,140.0,147.0,"Wed, Jun 4, 2025","Wed, Jun 4, 2025",10.0,130.0,140.0,140.0,100.0,Bookbuilding IPO,"BSE, NSE",220.0,220.0,SCODATUBES,544411.0,INE090501011,28.77,90.04,838.73,100.0,63.81,72.9701,121.7179,20.8871,40.1626,1.0,0.0,3.494,77.18,0,SCODATUBES,147.0,40.93,25.77,12.07,,37.74,25.38,6.33,,24750.9,1.38,-0.33,15.08,1,0,0,,,,,,,28.77,15.92,140.0,60.0,6.0,MALABAR INDIA FUND LTD. | MALABAR | MNCL CAPITAL COMPOUNDER FUND II | MNCL CAPITAL | AARTH AIF GROWTH FUND,66.0,428.49,363.48,24.91,143.55,99.35,202.16,1.41,4.58,4.14,33.81,90.39,5.84,,624.0,100.0,10.0,5.15,227.0
Seshaasai Technologies Ltd.,2025,2025_2048,seshaasai-technologies-ipo,https://www.chittorgarh.com/ipo/seshaasai-technologies-ipo/2048/,-2.73,423.0,411.45,"Tue, Sep 30, 2025","Tue, Sep 30, 2025",10.0,402.0,423.0,423.0,35.0,Bookbuilding IPO,"BSE, NSE",813.0,480.0,STYL,544533.0,INE04VU01023,33.2,93.21,6844.18,59.04,86.2,189.3648,51.4198,9.4598,48.7899,1.0,1.0,20.018,112.0,0,STYL,411.45,-9.16,-32.39,-42.88,,-13.67,-38.63,-40.39,,24836.3,1.04,-0.88,10.29,0,0,0,,,,333.0,40.96,9.5029,34.84,31.87,423.0,60.0,17.0,NIPPON INDIA BANKING & FINANCIAL SERVICES FUND | NIPPON INDIA MUTUAL FUND | ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND | ICICI PRUDENTIAL MUTUAL FUND | VALUEQUEST INDIA INFLEXION FUND,243.32,1160.39,1473.62,222.32,669.67,490.52,378.68,0.37,15.09,14.78,28.63,97.95,10.22,Technology,427.0,500.0,18.0,9.73,269.0
Shanti Gold International Ltd.,2025,2025_2008,shanti-gold-ipo,https://www.chittorgarh.com/ipo/shanti-gold-ipo/2008/,15.27,199.0,229.38,"Fri, Aug 1, 2025","Fri, Aug 1, 2025",10.0,189.0,199.0,199.0,75.0,Bookbuilding IPO,"BSE, NSE",360.0,360.0,SHANTIGOLD,544459.0,INE06ZD01017,44.85,99.99,1434.71,100.0,74.9,117.3281,151.1715,29.7284,56.5463,1.0,1.0,3.947,109.96,0,SHANTIGOLD,229.38,2.99,5.31,-10.33,,2.38,1.11,-14.72,,24565.35,-3.31,-1.09,11.98,1,1,0,,,,,,,448.0,25.7,199.0,60.0,15.0,J4S VENTURE FUND-I | J4S VENTURE FUND | RAJASTHAN GLOBAL SECURITIES PVT.LTD. | RAJASTHAN GLOBAL SECURITIES | SHINE STAR BUILD-CAP PVT.LTD.,108.03,419.83,1112.47,55.84,152.37,,233.0,1.6,5.05,10.34,19.24,204.75,9.42,,752.0,100.0,20.0,5.31,103.0
Shreeji Shipping Global Ltd.,2025,2025_2018,shreeji-shipping-global-ipo,https://www.chittorgarh.com/ipo/shreeji-shipping-global-ipo/2018/,1.23,252.0,255.1,"Tue, Aug 26, 2025","Tue, Aug 26, 2025",10.0,240.0,252.0,252.0,58.0,Bookbuilding IPO,"BSE, NSE",411.0,411.0,SHREEJISPG,544490.0,INE1B6101010,42.91,100.0,4105.54,100.0,89.99,110.4148,72.6986,21.9185,40.6592,1.0,1.0,5.038,81.4,0,SHREEJISPG,254.46,-1.35,24.79,56.78,,-2.07,18.71,54.89,,24712.05,-0.5,-1.08,12.19,1,0,0,,,,,,,42.91,28.09,252.0,60.0,15.0,BANK OF INDIA SMALL CAP FUND | BANK OF INDIA MUTUAL FUND | BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND | MORGAN STANLEY ASIA (SINGAPORE) PTE. | MORGAN STANLEY,123.21,758.58,610.45,141.24,343.17,196.55,256.47,0.75,23.24,9.63,26.16,41.44,11.96,,438.0,100.0,141.0,24.65,351.0
Shringar House of Mangalsutra Ltd.,2025,2025_2003,shringar-house-of-mangalsutra-ipo,https://www.chittorgarh.com/ipo/shringar-house-of-mangalsutra-ipo/2003/,12.05,165.0,184.88,"Wed, Sep 17, 2025","Wed, Sep 17, 2025",10.0,155.0,165.0,165.0,90.0,Bookbuilding IPO,"BSE, NSE",401.0,401.0,SHRINGARMS,544512.0,INE1B3L01017,36.2,99.99,1591.13,100.0,74.79,101.4097,82.5762,27.2595,42.2319,1.0,1.0,3.72,80.93,0,,,,,,,,,,,,,,,1,1,0,,,,,,69.8085,362.0,32.43,165.0,60.0,14.0,KOTAK MAHINDRA LIFE INSURANCE CO.LTD. | KOTAK LIFE INSURANCE | MAYBANK SECURITIES PTE.LTD.-ODI | MAYBANK | PLUTUS INVESTMENT TRUST-PLUTUS EQUITY INVESTMENTS SERIES,120.19,375.75,1430.12,61.11,200.85,123.72,123.11,0.61,4.27,8.47,19.47,198.36,7.92,,634.0,100.0,21.0,4.12,184.0
Smartworks Coworking Spaces Ltd.,2025,2025_2034,smartworks-coworking-ipo,https://www.chittorgarh.com/ipo/smartworks-coworking-ipo/2034/,9.35,407.0,445.05,"Thu, Jul 17, 2025","Thu, Jul 17, 2025",10.0,387.0,407.0,407.0,36.0,Bookbuilding IPO,"BSE, NSE",583.0,445.0,SMARTWORKS,544447.0,INE0NAZ01010,-58.76,65.19,4644.82,76.33,55.61,24.919,23.6767,3.6928,9.776,1.0,1.0,6.748,20.3,0,SMARTWORKS,445.05,3.01,21.39,0.18,,3.94,19.01,-0.3,,24968.4,0.71,-0.72,11.39,1,0,0,,,,137.0,23.5,2.5145,,42.3,407.0,60.0,13.0,TATA SMALL CAP FUND | TATA MUTUAL FUND | AXIS NEW OPPERTUNITIES AIF-SERIES II | AXIS | ADITYA BIRLA SUN LIFE INSURANCE CO.LTD.,173.64,4650.85,1409.67,-63.18,107.51,4.69,397.77,2.9,-4.6,-6.12,,,43.2,,,,,,
Solarworld Energy Solutions Ltd.,2025,2025_2174,solarworld-energy-ipo,https://www.chittorgarh.com/ipo/solarworld-energy-ipo/2174/,-7.83,351.0,323.5,"Tue, Sep 30, 2025","Tue, Sep 30, 2025",5.0,333.0,351.0,351.0,42.0,Bookbuilding IPO,"BSE, NSE",490.0,440.0,SOLARWORLD,544532.0,INE0TY101024,40.27,78.7,3042.21,89.8,64.24,74.2365,68.2086,51.6863,37.6709,1.0,1.0,1.436,67.92,0,SOLARWORLD,323.5,-1.5,-15.49,-44.78,,-6.01,-21.73,-42.29,,24836.3,1.04,-0.88,10.29,0,0,0,,,,50.0,10.2,,40.27,54.53,351.0,60.0,15.0,VQ FASTERCAP FUND | VQ FASTERCAP | PINEBRIDGE GLOBAL FUNDS-PINEBRIDGE INDIA EQUITY FUND | PINEBRIDGE | SINGULARITY EQUITY FUND I,220.5,598.02,551.09,77.05,309.07,272.0,114.55,0.37,14.14,10.39,33.77,73.48,9.84,Energy,864.0,500.0,2.0,7.14,196.0
